Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
85068-62923,D,Marcus,Marcus Pettersson,Pettersson,7.650000095367432,32,4900,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-62492,D,Erik,Erik Gustafsson,Gustafsson,8.496969512014678,33,4800,WSH@OTT,WSH,OTT,,,,,,D/UTIL
85068-43176,C,Ryan,Ryan Hartman,Hartman,9.09999974568685,12,4800,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-66756,W,Andrew,Andrew Mangiapane,Mangiapane,8.063636548591383,33,4800,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-8966,W,Trevor,Trevor Lewis,Lewis,7.357575850053267,33,4800,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-103262,C,Nico,Nico Sturm,Sturm,8.276922959547777,26,4800,MIN@SJ,SJ,MIN,,,,,,C/UTIL
85068-111471,W,Kaapo,Kaapo Kakko,Kakko,7.826470767750459,34,4800,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-66686,W,Anthony,Anthony Beauvillier,Beauvillier,8.051613100113407,31,4700,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-8356,W,Sam,Sam Gagner,Gagner,7.55517262425916,29,4700,WPG@BOS,WPG,BOS,,,,,,W/UTIL
85068-82177,D,Connor,Connor Clifton,Clifton,7.612903225806452,31,4700,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-8555,C,Jeff,Jeff Carter,Carter,8.454838906565021,31,4700,CAR@PIT,PIT,CAR,,,,,,C/UTIL
85068-97224,W,Oliver,Oliver Wahlstrom,Wahlstrom,8.890625,32,4700,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-12244,D,Oliver,Oliver Ekman-Larsson,Ekman-Larsson,7.8290321596207155,31,4700,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-119830,D,K'Andre,K'Andre Miller,Miller,8.258823170381433,34,4600,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-68667,W,Tyler,Tyler Motte,Motte,7.470967938823085,31,4600,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-66680,D,Jaccob,Jaccob Slavin,Slavin,7.887499809265137,32,4600,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-70913,W,Luke,Luke Kunin,Kunin,8.451612903225806,31,4600,MIN@SJ,SJ,MIN,IR,Knee,,,,W/UTIL
85068-65970,C,Pavel,Pavel Zacha,Zacha,8.448386899886593,31,4600,WPG@BOS,BOS,WPG,,,,,,C/UTIL
85068-39710,D,Nick,Nick Jensen,Jensen,8.364705702837776,34,4600,WSH@OTT,WSH,OTT,,,,,,D/UTIL
85068-43042,D,MacKenzie,MacKenzie Weegar,Weegar,7.150000095367432,32,4500,CGY@LA,CGY,LA,,,,,,D/UTIL
85068-137278,C,Morgan,Morgan Barron,Barron,7.986363497647372,22,4500,WPG@BOS,WPG,BOS,,,,,,C/UTIL
85068-39234,W,Matt,Matt Nieto,Nieto,7.270000203450521,30,4500,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-12644,W,Kyle,Kyle Palmieri,Palmieri,8.047619047619047,21,4500,NYI@NYR,NYI,NYR,DTD,Upper body,,,,W/UTIL
85068-142015,W,Alexis,Alexis Lafreniere,Lafreniere,7.755882711971507,34,4500,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-8956,D,Michael,Michael Stone,Stone,7.521739130434782,23,4500,CGY@LA,CGY,LA,,,,,,D/UTIL
85068-82812,W,Ryan,Ryan Donato,Donato,6.617857251848493,28,4500,SEA@VAN,SEA,VAN,,,,,,W/UTIL
85068-97184,C,Josh,Josh Norris,Norris,7.519999694824219,5,4500,WSH@OTT,OTT,WSH,IR,Shoulder,,,,C/UTIL
85068-66600,W,Blake,Blake Coleman,Coleman,7.636363636363637,33,4400,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-73826,W,Jimmy,Jimmy Vesey,Vesey,7.164706061868107,34,4400,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-82041,C,Morgan,Morgan Geekie,Geekie,7.04,25,4400,SEA@VAN,SEA,VAN,,,,,,C/UTIL
85068-82167,C,Sheldon,Sheldon Dries,Dries,7.211111280653212,18,4400,SEA@VAN,VAN,SEA,,,,,,C/UTIL
85068-8596,C,Jordan,Jordan Staal,Staal,7.525000095367432,32,4400,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-8688,D,Luke,Luke Schenn,Schenn,7.1225807436050905,31,4400,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-53866,D,Adam,Adam Pelech,Pelech,8.281481707537615,27,4400,NYI@NYR,NYI,NYR,IR,Upper body,,,,D/UTIL
85068-113287,W,Dakota,Dakota Joshua,Joshua,5.103571210588727,28,4400,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-12291,D,Chris,Chris Tanev,Tanev,6.847999877929688,25,4300,CGY@LA,CGY,LA,,,,,,D/UTIL
85068-43200,D,Ryan,Ryan Pulock,Pulock,7.730303215258049,33,4300,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-82122,C,Mason,Mason Shaw,Shaw,7.1999997739438655,27,4300,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-54743,C,Alex,Alex Wennberg,Wennberg,7.693548387096774,31,4300,SEA@VAN,SEA,VAN,,,,,,C/UTIL
85068-135663,D,Alexander,Alexander Romanov,Romanov,7.321212306167141,33,4300,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-23053,W,Jesper,Jesper Fast,Fast,5.186666870117188,30,4300,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-97056,W,Connor,Connor Dewar,Dewar,6.529032061176915,31,4300,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-11122,W,Nick,Nick Bonino,Bonino,6.545454545454546,33,4300,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-15374,D,Scott,Scott Harrington,Harrington,6.763636502352628,11,4200,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-8211,D,Tyler,Tyler Myers,Myers,6,28,4200,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-43140,C,Barclay,Barclay Goodrow,Goodrow,7.391176560345818,34,4200,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-39261,D,Scott,Scott Mayfield,Mayfield,7.854545824455492,33,4200,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-70128,W,Danton,Danton Heinen,Heinen,6.288889001916956,27,4200,CAR@PIT,PIT,CAR,,,,,,W/UTIL
85068-58977,W,Sonny,Sonny Milano,Milano,8.514285859607515,21,4200,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-23225,D,Matt,Matt Dumba,Dumba,7.224999904632568,32,4200,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-97055,D,Calen,Calen Addison,Addison,7.470967938823085,31,4200,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-9036,D,Travis,Travis Hamonic,Hamonic,6.925000190734863,32,4200,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-23438,D,Jonas,Jonas Brodin,Brodin,6.538461538461538,26,4200,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-12220,W,Marcus,Marcus Johansson,Johansson,7.588235294117647,34,4200,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-66606,D,Brandon,Brandon Carlo,Carlo,6.7407407407407405,27,4100,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-147529,D,Braden,Braden Schneider,Schneider,6.117647058823529,34,4100,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-66716,W,Mathieu,Mathieu Joseph,Joseph,6.072000122070312,25,4100,WSH@OTT,OTT,WSH,IR,Lower body,,,,W/UTIL
85068-12448,C,Derek,Derek Stepan,Stepan,4.2482757568359375,29,4100,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-70927,C,Trent,Trent Frederic,Frederic,6.914285932268415,28,4100,WPG@BOS,BOS,WPG,,,,,,C/UTIL
85068-74127,D,Matt,Matt Benning,Benning,7.049999910242417,34,4100,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-21926,D,Brian,Brian Dumoulin,Dumoulin,5.849999904632568,32,4100,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-21936,D,Dylan,Dylan DeMelo,DeMelo,6.571428571428571,28,4100,WPG@BOS,WPG,BOS,,,,,,D/UTIL
85068-103936,D,Mario,Mario Ferraro,Ferraro,6.787499745686849,24,4100,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-8709,D,Alexander,Alexander Edler,Edler,6.479999796549479,30,4100,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-9990,C,Lars,Lars Eller,Eller,7.03030303030303,33,4100,WSH@OTT,WSH,OTT,,,,,,C/UTIL
85068-82755,D,Ryan,Ryan Lindgren,Lindgren,7.400000095367432,32,4100,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-79965,W,Carl,Carl Grundstrom,Grundstrom,6.115624904632568,32,4000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-13406,D,Brenden,Brenden Dillon,Dillon,6.5625,32,4000,WPG@BOS,WPG,BOS,,,,,,D/UTIL
85068-8294,C,Derick,Derick Brassard,Brassard,6.204000244140625,25,4000,WSH@OTT,OTT,WSH,,,,,,C/UTIL
85068-66689,D,Oliver,Oliver Kylington,Kylington,8.394117647058824,85,4000,CGY@LA,CGY,LA,IR,Personal,,,,D/UTIL
85068-103624,W,Brandon,Brandon Duhaime,Duhaime,6.257142748151507,14,4000,MIN@SJ,MIN,SJ,IR,Upper body,,,,W/UTIL
85068-82191,W,Alex,Alex Formenton,Formenton,8.070885766910601,79,4000,WSH@OTT,OTT,WSH,O,Contract dispute,,,,W/UTIL
85068-39243,D,Nate,Nate Schmidt,Schmidt,6.368965412008351,29,4000,WPG@BOS,WPG,BOS,IR,Upper body,,,,D/UTIL
85068-39264,D,Derek,Derek Forbort,Forbort,6.980000305175781,20,4000,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-62195,D,Brett,Brett Pesce,Pesce,7.431250095367432,32,4000,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-9033,C,Casey,Casey Cizikas,Cizikas,4.993939486416903,33,4000,NYI@NYR,NYI,NYR,,,,,,C/UTIL
85068-97116,C,Jesperi,Jesperi Kotkaniemi,Kotkaniemi,5.196875095367432,32,4000,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-103276,C,Blake,Blake Lizotte,Lizotte,6.719999912806919,35,4000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-11150,W,Marcus,Marcus Foligno,Foligno,6.121428353445871,28,4000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-82841,D,Will,Will Borgen,Borgen,5.935483870967742,31,4000,SEA@VAN,SEA,VAN,,,,,,D/UTIL
85068-39870,W,Tanner,Tanner Pearson,Pearson,5.464285714285714,14,4000,SEA@VAN,VAN,SEA,IR,Hand,,,,W/UTIL
85068-62443,D,Jaycob,Jaycob Megna,Megna,6,31,4000,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-8178,W,Milan,Milan Lucic,Lucic,4.16000010172526,30,4000,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-79924,D,Carson,Carson Soucy,Soucy,5.5741936468308975,31,3900,SEA@VAN,SEA,VAN,,,,,,D/UTIL
85068-66635,D,Ethan,Ethan Bear,Bear,6.200000127156575,24,3900,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-82155,W,Mason,Mason Appleton,Appleton,6.685714176722935,14,3900,WPG@BOS,WPG,BOS,IR,Wrist,,,,W/UTIL
85068-82154,D,Sebastian,Sebastian Aho,Aho,5.765517136146283,29,3900,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-8495,W,Josh,Josh Bailey,Bailey,6.903448170629041,29,3900,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-74035,W,Beck,Beck Malenstyn,Malenstyn,5.920000076293945,5,3900,WSH@OTT,WSH,OTT,IR,Finger,,,,W/UTIL
85068-58685,W,Josh,Josh Archibald,Archibald,4.906666564941406,30,3900,CAR@PIT,PIT,CAR,DTD,Lower body,,,,W/UTIL
85068-8539,W,Nick,Nick Foligno,Foligno,7.2806450628465225,31,3900,WPG@BOS,BOS,WPG,,,,,,W/UTIL
85068-84361,W,Saku,Saku Maenalanen,Maenalanen,5.184000244140625,25,3900,WPG@BOS,WPG,BOS,IR,Upper body,,,,W/UTIL
85068-8611,D,Alex,Alex Goligoski,Goligoski,5.466666751437717,18,3900,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-135666,W,Nils,Nils Hoglander,Hoglander,5.727999877929688,25,3900,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-135674,D,Artem,Artem Zub,Zub,6.399999891008649,14,3900,WSH@OTT,OTT,WSH,IR,Jaw,,,,D/UTIL
85068-41591,D,Jon,Jon Merrill,Merrill,5.171428680419922,28,3900,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-103240,C,Ryan,Ryan Poehling,Poehling,5.626666768391927,30,3900,CAR@PIT,PIT,CAR,DTD,Upper body,,,,C/UTIL
85068-9040,D,Calvin,Calvin de Haan,de Haan,4.48571423121861,28,3900,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-15293,D,Jamie,Jamie Oleksiak,Oleksiak,6.666666666666667,24,3900,SEA@VAN,SEA,VAN,,,,,,D/UTIL
85068-15395,W,Brett,Brett Ritchie,Ritchie,5.28,25,3800,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-81968,D,Pierre-Olivier,Pierre-Olivier Joseph,Joseph,5.5499997820172995,28,3800,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-82029,D,Sean,Sean Walker,Walker,5.710345038052263,29,3800,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-83207,W,Axel,Axel Jonsson-Fjallby,Jonsson-Fjallby,4.088888945402922,27,3800,WPG@BOS,WPG,BOS,,,,,,W/UTIL
85068-103753,D,Mikey,Mikey Anderson,Anderson,6.628571428571429,35,3800,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-135665,D,Dylan,Dylan Samberg,Samberg,5.92,25,3800,WPG@BOS,WPG,BOS,,,,,,D/UTIL
85068-80443,W,Kevin,Kevin Stenlund,Stenlund,7.519999694824219,5,3800,WPG@BOS,WPG,BOS,,,,,,W/UTIL
85068-70375,D,Nikita,Nikita Zaitsev,Zaitsev,4.622222052680121,18,3800,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-54126,D,Trevor,Trevor van Riemsdyk,van Riemsdyk,6.602941176470588,34,3800,WSH@OTT,WSH,OTT,,,,,,D/UTIL
85068-59263,W,Nicolas,Nicolas Aube-Kubel,Aube-Kubel,3.111111111111111,18,3800,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-82925,W,Eeli,Eeli Tolvanen,Tolvanen,6.4,15,3800,SEA@VAN,SEA,VAN,,,,,,W/UTIL
85068-42994,D,Nikita,Nikita Zadorov,Zadorov,6.415151422674006,33,3800,CGY@LA,CGY,LA,,,,,,D/UTIL
85068-68623,C,Teddy,Teddy Blueger,Blueger,5.223529591279871,17,3700,CAR@PIT,PIT,CAR,,,,,,C/UTIL
85068-66598,D,Jakub,Jakub Zboril,Zboril,2.6500000953674316,16,3700,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-66677,W,Steven,Steven Lorentz,Lorentz,4.824999809265137,32,3700,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-84116,D,Erik,Erik Brannstrom,Brannstrom,5.199999809265137,32,3700,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-54478,C,Nic,Nic Dowd,Dowd,6.775757760712595,33,3700,WSH@OTT,WSH,OTT,DTD,Illness,,,,C/UTIL
85068-73963,W,A.J.,A.J. Greer,Greer,5.113043411918309,23,3700,WPG@BOS,BOS,WPG,,,,,,W/UTIL
85068-82176,C,Jack,Jack Studnicka,Studnicka,4,18,3700,SEA@VAN,VAN,SEA,,,,,,C/UTIL
85068-8628,D,Marc-Edouard,Marc-Edouard Vlasic,Vlasic,5.647058823529412,34,3700,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-156129,C,Jack,Jack Drury,Drury,4,20,3700,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-80444,D,Radim,Radim Simek,Simek,5.04827565160291,29,3700,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-10842,D,Nick,Nick Holden,Holden,4.600000108991351,28,3700,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-80561,D,Jan,Jan Rutta,Rutta,5.824999809265137,32,3700,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-59147,D,Jake,Jake Middleton,Middleton,5.75,32,3700,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-97091,D,Martin,Martin Fehervary,Fehervary,6.153846153846154,26,3700,WSH@OTT,WSH,OTT,IR,Upper body,,,,D/UTIL
85068-62295,W,Jonny,Jonny Brodzinski,Brodzinski,5.699999809265137,8,3700,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-59256,D,Kyle,Kyle Burroughs,Burroughs,5.929411944221048,17,3700,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-97228,D,Robin,Robin Salo,Salo,5.661538344163161,13,3700,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-9196,W,Matt,Matt Martin,Martin,4.436363451408617,33,3700,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-66561,W,Evgeny,Evgeny Svechnikov,Svechnikov,4.892307574932392,26,3600,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-66571,D,Jalen,Jalen Chatfield,Chatfield,3.299999952316284,32,3600,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-8274,C,Paul,Paul Stastny,Stastny,3.912903324250252,31,3600,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-82026,C,Jaret,Jaret Anderson-Dolan,Anderson-Dolan,4.904347958772079,23,3600,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-11387,D,Matt,Matt Irwin,Irwin,3.674073961046007,27,3600,WSH@OTT,WSH,OTT,,,,,,D/UTIL
85068-66728,W,Jansen,Jansen Harkins,Harkins,4.799999910242417,17,3600,WPG@BOS,WPG,BOS,,,,,,W/UTIL
85068-53465,W,Hudson,Hudson Fasching,Fasching,6.133333206176758,6,3600,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-73987,D,Riley,Riley Stillman,Stillman,4.088888804117839,18,3600,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-70916,D,Logan,Logan Stanley,Stanley,2.8799999237060545,10,3600,WPG@BOS,WPG,BOS,IR,Lower body,,,,D/UTIL
85068-70926,D,Lucas,Lucas Johansen,Johansen,4.800000190734863,2,3600,WSH@OTT,WSH,OTT,,,,,,D/UTIL
85068-74014,D,Dylan,Dylan Coghlan,Coghlan,3.4666665395100913,6,3600,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-39309,D,Chad,Chad Ruhwedel,Ruhwedel,2.442105343467311,19,3600,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-74148,D,Libor,Libor Hajek,Hajek,3.2400001525878905,20,3600,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-128488,D,Connor,Connor Mackey,Mackey,4.799999930641868,11,3600,CGY@LA,CGY,LA,,,,,,D/UTIL
85068-58881,W,Sammy,Sammy Blais,Blais,3.2,30,3600,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-148182,D,Jacob,Jacob Bernard-Docker,Bernard-Docker,4.533333460489909,6,3600,WSH@OTT,OTT,WSH,IR,Ankle,,,,D/UTIL
85068-8918,D,Anton,Anton Stralman,Stralman,2.0799999237060547,10,3600,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-59127,W,Garnet,Garnet Hathaway,Hathaway,5.388235204360065,34,3600,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-70416,D,Markus,Markus Nutivaara,Nutivaara,8,1,3600,MIN@SJ,SJ,MIN,IR,Lower body,,,,D/UTIL
85068-14151,W,Austin,Austin Watson,Watson,3.9124999046325684,32,3600,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-59235,C,Tomas,Tomas Nosek,Nosek,4.63225826140373,31,3600,WPG@BOS,BOS,WPG,,,,,,C/UTIL
85068-82828,D,Christian,Christian Wolanin,Wolanin,4.436363567005504,11,3600,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-82851,W,Jordan,Jordan Greenway,Greenway,4.849999904632568,16,3600,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-148412,D,Zac,Zac Jones,Jones,4.0941175573012405,17,3600,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-82926,C,Michael,Michael Eyssimont,Eyssimont,5.550000190734863,16,3600,WPG@BOS,WPG,BOS,,,,,,C/UTIL
85068-79881,D,Tucker,Tucker Poolman,Poolman,5.333333333333333,3,3500,SEA@VAN,VAN,SEA,IR,Undisclosed,,,,D/UTIL
85068-171018,D,Filip,Filip Johansson,Johansson,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-9230,D,Cameron,Cameron Gaunce,Gaunce,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-43022,W,Connor,Connor Brown,Brown,1.2000000476837158,4,3500,WSH@OTT,WSH,OTT,IR,Knee,,,,W/UTIL
85068-82973,W,Karson,Karson Kuhlman,Kuhlman,3.5789473684210527,19,3500,WPG@BOS,WPG,BOS,,,,,,W/UTIL
85068-180255,D,Grigorii,Grigorii Dronov,Dronov,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-38947,D,Andrej,Andrej Sustr,Sustr,4.06315773411801,38,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-180257,D,Griffin,Griffin Mendel,Mendel,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-79911,D,William,William Lagesson,Lagesson,3.7818182742956914,33,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-66615,D,Kyle,Kyle Capobianco,Capobianco,2.4000000423855252,9,3500,WPG@BOS,WPG,BOS,,,,,,D/UTIL
85068-68663,D,Andy,Andy Welinski,Welinski,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-66616,D,Dakota,Dakota Mermis,Mermis,1.600000023841858,2,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-159807,D,Aleksi,Aleksi Heimosalmi,Heimosalmi,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-180301,D,David,David Spacek,Spacek,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-180305,D,Benjamin,Benjamin Finkelstein,Finkelstein,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-161890,D,Zach,Zach Giuttari,Giuttari,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-66656,D,Mike,Mike Reilly,Reilly,3.6000000635782876,12,3500,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-66682,D,Travis,Travis Dermott,Dermott,3.51999994913737,60,3500,SEA@VAN,VAN,SEA,IR,Concussion,,,,D/UTIL
85068-180352,D,Angus,Angus Booth,Booth,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-180353,D,Marc,Marc Lajoie,Lajoie,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-161940,D,Kyle,Kyle Masters,Masters,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-66712,D,Noah,Noah Juulsen,Juulsen,1.2800000190734864,5,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-73907,D,Frederic,Frederic Allard,Allard,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-66741,D,Nicolas,Nicolas Meloche,Meloche,4.2,50,3500,CGY@LA,CGY,LA,,,,,,D/UTIL
85068-180407,D,Kirill,Kirill Kudryavtsev,Kudryavtsev,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-180408,D,Matt,Matt Anderson,Anderson,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-180409,D,Chad,Chad Nychuk,Nychuk,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-160964,D,Carson,Carson Lambos,Lambos,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-161993,D,Louka,Louka Henault,Henault,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-66770,D,Cavan,Cavan Fitzgerald,Fitzgerald,,,3500,CAR@PIT,CAR,PIT,O,Undisclosed,,,,D/UTIL
85068-116949,C,David,David Gustafsson,Gustafsson,3.3677419847057712,31,3500,WPG@BOS,WPG,BOS,,,,,,C/UTIL
85068-104674,D,Jesper,Jesper Sellgren,Sellgren,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-21735,D,Matt,Matt Tennyson,Tennyson,4.800000190734863,8,3500,SEA@VAN,SEA,VAN,,,,,,D/UTIL
85068-8425,W,Cal,Cal Clutterbuck,Clutterbuck,4.584615267240084,26,3500,NYI@NYR,NYI,NYR,IR,Upper body,,,,W/UTIL
85068-39145,D,Danny,Danny DeKeyser,DeKeyser,5.8033897270590575,59,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-152815,D,Helge,Helge Grans,Grans,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-66798,D,Guillaume,Guillaume Brisebois,Brisebois,6.400000254313151,3,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-82162,D,Turner,Turner Ottenbreit,Ottenbreit,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-73972,W,Noah,Noah Gregor,Gregor,4.336842185572574,19,3500,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-62723,W,Ondrej,Ondrej Kase,Kase,0,4,3500,CAR@PIT,CAR,PIT,IR,Concussion,,,,W/UTIL
85068-70918,D,Dennis,Dennis Cholowski,Cholowski,4.8000001173753,13,3500,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-82192,W,Parker,Parker Kelly,Kelly,3.08000005086263,30,3500,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-82198,C,Mark,Mark Kastelic,Kastelic,4.441379415577855,29,3500,WSH@OTT,OTT,WSH,,,,,,C/UTIL
85068-74015,D,Dan,Dan Renouf,Renouf,11.199999809265137,1,3500,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-167202,D,Brandon,Brandon Scanlin,Scanlin,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-162081,D,Tobie,Tobie Bisson,Bisson,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-117039,D,Hunter,Hunter Skinner,Skinner,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-117038,D,Matthew,Matthew Robertson,Robertson,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-117046,D,Quinn,Quinn Schmiemann,Schmiemann,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-62783,W,Joonas,Joonas Donskoi,Donskoi,5.06,75,3500,SEA@VAN,SEA,VAN,IR,Upper body,,,,W/UTIL
85068-149830,D,Daemon,Daemon Hunt,Hunt,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-149831,D,Ryan,Ryan O'Rourke,O'Rourke,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
